business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BusinessParking,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,ByAppointmentOnly,Caters,RestaurantsAttire,RestaurantsReservations,Ambience,GoodForKids,CoatCheck,DogsAllowed,RestaurantsTableService,RestaurantsGoodForGroups,WheelchairAccessible,HasTV,HappyHour,DriveThru,NoiseLevel,GoodForMeal,BusinessAcceptsBitcoin,Smoking,GoodForDancing,BestNights,BYOB,Corkage,BYOBCorkage,RestaurantsCounterService,Open24Hours,AgesAllowed,DietaryRestrictions,HairSpecializesIn,WiFi_clean,Alcohol_clean,Meals_type,Alcohol_type,background_music,no_music,jukebox,live,video,karaoke,major_cuisine,trendy,romantic,intimate,touristy,hipster,divey,classy,upscale,casual,dessert,latenight,lunch,dinner,brunch,breakfast,WiFi_paid
i8sAWCAZzWH9SGHopT_SIg,DiFabio's Market & Tap,1243 N Providence Rd,Media,PA,19063,39.9343636,-75.3899926,4.0,122,1,"Restaurants, Local Flavor, Beer, Wine & Spirits, Cheesesteaks, American (New), Food, Italian, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-20:30'}",True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,$11-$30 per person,True,Unknown,True,'casual',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}",True,,Unknown,True,True,True,True,True,Unknown,average,"{u'breakfast': False, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': True}",Unknown,,,{},False,,,,Unknown,,,,True,True,"{'breakfast': False, 'brunch': None, 'lunch': None, 'dinner': True, 'latenight': None, 'dessert': True}",full_bar,,,,,,,Italian,False,,False,False,False,False,False,False,False,True,Unknown,Unknown,True,Unknown,False,False
i8sAWCAZzWH9SGHopT_SIg,DiFabio's Market & Tap,1243 N Providence Rd,Media,PA,19063,39.9343636,-75.3899926,4.0,122,1,"Restaurants, Local Flavor, Beer, Wine & Spirits, Cheesesteaks, American (New), Food, Italian, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-20:30'}",True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,$11-$30 per person,True,Unknown,True,'casual',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}",True,,Unknown,True,True,True,True,True,Unknown,average,"{u'breakfast': False, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': True}",Unknown,,,{},False,,,,Unknown,,,,True,True,"{'breakfast': False, 'brunch': None, 'lunch': None, 'dinner': True, 'latenight': None, 'dessert': True}",full_bar,,,,,,,Italian,False,,False,False,False,False,False,False,False,True,Unknown,Unknown,True,Unknown,False,False
VBONwHcqkxYTHfxmdKGhkw,Keating's Rope & Anchor,201 S Christopher Columbus Blvd,Philadelphia,PA,19106,39.9457341,-75.1413125,3.0,73,1,"Seafood, Bars, Nightlife, American (Traditional), Restaurants","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-21:0'}",False,True,True,"{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': True}",True,$11-$30 per person,True,Unknown,True,'casual',True,"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': True, u'trendy': False, u'intimate': None, u'romantic': True, u'classy': True, u'upscale': True}",False,True,True,True,True,True,True,True,Unknown,average,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,u'no',False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}",,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",full_bar,False,False,False,False,False,False,American,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
VWraqFfeQkwmJRRqUYUJzQ,Sly Fox Brewhouse & Eatery,520 Kimberton Rd,Phoenixville,PA,19460,40.130919,-75.547578,3.5,162,1,"Breweries, Beer, Wine & Spirits, Food, Restaurants, American (New)","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '12:0-22:0'}",False,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,$11-$30 per person,True,Unknown,False,'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,Unknown,Unknown,True,,True,True,Unknown,average,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",Unknown,,,{},,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",beer_and_wine,,,,,,,American,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
IQKaQmIp1mWlG5yKBEiANw,Applebee's Grill + Bar,"815 E Baltimore Pike, Bldg 3",Kennett Square,PA,19348,39.860987,-75.685918,3.0,25,1,"Burgers, American (Traditional), Nightlife, Restaurants, Sports Bars, Bars, Steakhouses","{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '12:0-20:0'}",True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,$11-$30 per person,True,False,False,u'casual',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,False,Unknown,True,True,,True,True,Unknown,loud,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",Unknown,,False,{},,,,,Unknown,,,,True,True,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",full_bar,,,,,,,American,False,,False,False,False,False,False,False,False,True,False,True,False,False,False,False
IQKaQmIp1mWlG5yKBEiANw,Applebee's Grill + Bar,"815 E Baltimore Pike, Bldg 3",Kennett Square,PA,19348,39.860987,-75.685918,3.0,25,1,"Burgers, American (Traditional), Nightlife, Restaurants, Sports Bars, Bars, Steakhouses","{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '12:0-20:0'}",True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,$11-$30 per person,True,False,False,u'casual',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,False,Unknown,True,True,,True,True,Unknown,loud,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",Unknown,,False,{},,,,,Unknown,,,,True,True,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",full_bar,,,,,,,American,False,,False,False,False,False,False,False,False,True,False,True,False,False,False,False
bJdKrQIF5SihmWWZD0AIkg,Wacky Zaki's,10002 Verree Rd,Philadelphia,PA,19116,40.1055278,-75.0324753,3.0,34,1,"Chicken Wings, Pizza, American (Traditional), Burgers, Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,$11-$30 per person,True,Unknown,True,'casual',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,False,True,True,True,True,Unknown,Unknown,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,,,{},,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",full_bar,,,,,,,Italian,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
bJdKrQIF5SihmWWZD0AIkg,Wacky Zaki's,10002 Verree Rd,Philadelphia,PA,19116,40.1055278,-75.0324753,3.0,34,1,"Chicken Wings, Pizza, American (Traditional), Burgers, Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,$11-$30 per person,True,Unknown,True,'casual',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,False,True,True,True,True,Unknown,Unknown,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,,,{},,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",full_bar,,,,,,,American,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
bJdKrQIF5SihmWWZD0AIkg,Wacky Zaki's,10002 Verree Rd,Philadelphia,PA,19116,40.1055278,-75.0324753,3.0,34,1,"Chicken Wings, Pizza, American (Traditional), Burgers, Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,$11-$30 per person,True,Unknown,True,'casual',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,False,True,True,True,True,Unknown,Unknown,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,,,{},,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",full_bar,,,,,,,American,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
ZufSfqQ4RfUk4RAQgnlc0Q,Station Taproom,207 W Lancaster Ave,Downingtown,PA,19335,40.002528589,-75.710738292,4.5,267,1,"Gastropubs, Beer Bar, Restaurants, Nightlife, American (Traditional), Bars","{'Monday': '15:0-0:0', 'Tuesday': '15:0-0:0', 'Wednesday': '15:0-0:30', 'Thursday': '15:0-0:30', 'Friday': '12:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '11:0-23:0'}",Unknown,Unknown,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,$11-$30 per person,True,Unknown,False,u'casual',False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",False,,Unknown,Unknown,True,,True,True,Unknown,loud,"{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}",Unknown,,,{},,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}",full_bar,,,,,,,American,False,,False,False,False,False,False,False,False,False,Unknown,Unknown,True,Unknown,False,False
b1HPkR9No_faueK3dSE6_Q,Makefield's Public House,1418 Woodside Rd,Yardley,PA,19067,40.2595501,-74.866658,4.0,5,1,"American (New), Restaurants","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",Unknown,True,True,,True,Unknown,True,Unknown,True,,Unknown,"{u'divey': None, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}",Unknown,,Unknown,True,Unknown,True,True,True,Unknown,,,Unknown,,,{},False,,,,Unknown,,,,True,True,{},full_bar,,,,,,,American,False,False,False,False,False,False,False,False,True,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
5DW8hK3NokQmw5jBCYYp6Q,The Pour House - North Wales,29 Airport Square,North Wales,PA,19454,40.23824271,-75.24153078,3.5,236,1,"Restaurants, Pubs, Burgers, Beer Bar, Bars, Nightlife, Food, Gastropubs, American (Traditional), Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}",False,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,$11-$30 per person,True,False,False,u'casual',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,False,False,True,True,True,True,True,Unknown,average,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",Unknown,u'no',False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}",,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",full_bar,False,False,False,True,False,False,American,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
5DW8hK3NokQmw5jBCYYp6Q,The Pour House - North Wales,29 Airport Square,North Wales,PA,19454,40.23824271,-75.24153078,3.5,236,1,"Restaurants, Pubs, Burgers, Beer Bar, Bars, Nightlife, Food, Gastropubs, American (Traditional), Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}",False,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,$11-$30 per person,True,False,False,u'casual',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,False,False,True,True,True,True,True,Unknown,average,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",Unknown,u'no',False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}",,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",full_bar,False,False,False,True,False,False,American,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
dwh4dy4zyrf-NTqaCYjH6A,Byrne's Tavern,3301 Richmond St,Philadelphia,PA,19134,39.9841717,-75.0987438,4.0,113,1,"American (Traditional), Irish, Chicken Wings, Restaurants","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",False,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,$11-$30 per person,True,Unknown,False,u'casual',False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,Unknown,Unknown,True,,True,True,Unknown,average,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",False,,,{},,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",full_bar,,,,,,,American,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
dwh4dy4zyrf-NTqaCYjH6A,Byrne's Tavern,3301 Richmond St,Philadelphia,PA,19134,39.9841717,-75.0987438,4.0,113,1,"American (Traditional), Irish, Chicken Wings, Restaurants","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",False,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,$11-$30 per person,True,Unknown,False,u'casual',False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,Unknown,Unknown,True,,True,True,Unknown,average,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",False,,,{},,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",full_bar,,,,,,,Europe,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
XGxsV7f16mW051jsEafAQQ,Fountain Restaurant,"Four Seasons Hotel Philadelphia, 1 Logan Sq",Philadelphia,PA,19103,39.9567043,-75.1697047,4.0,99,0,"Breakfast & Brunch, Restaurants, American (New), Sandwiches","{'Monday': '6:30-14:0', 'Tuesday': '6:30-14:0', 'Wednesday': '6:30-14:0', 'Thursday': '6:30-14:0', 'Friday': '6:30-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",False,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,Over $61 per person,False,Unknown,False,u'dressy',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",False,,Unknown,Unknown,True,,False,Unknown,Unknown,average,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",Unknown,,,{},,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",full_bar,,,,,,,American,False,,False,False,False,False,False,False,False,False,False,False,True,False,False,False
l4lfhwS8dEhy3MZ3AW1S3Q,Applebee's Grill + Bar,"1305 West Chester Pike, Manoa Shopping Center",Havertown,PA,19083,39.974132,-75.3212695143,2.5,63,1,"Nightlife, Chicken Wings, Steakhouses, Bars, Restaurants, Burgers, Sports Bars, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-23:0'}",True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,$11-$30 per person,True,False,False,u'casual',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,False,Unknown,True,True,True,True,True,False,average,"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",Unknown,,False,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,,,Unknown,,,,True,True,"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",full_bar,False,False,,,False,,American,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
l4lfhwS8dEhy3MZ3AW1S3Q,Applebee's Grill + Bar,"1305 West Chester Pike, Manoa Shopping Center",Havertown,PA,19083,39.974132,-75.3212695143,2.5,63,1,"Nightlife, Chicken Wings, Steakhouses, Bars, Restaurants, Burgers, Sports Bars, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-23:0'}",True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,$11-$30 per person,True,False,False,u'casual',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,False,Unknown,True,True,True,True,True,False,average,"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",Unknown,,False,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,,,Unknown,,,,True,True,"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",full_bar,False,False,,,False,,American,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7w0Yok3_HkY4FObH7bSurg,Marino Bros. Cheesesteaks,111 S Independence Mall E,Philadelphia,PA,19106,39.9497563,-75.1480623,3.0,18,1,"Cheesesteaks, Restaurants","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-18:0'}",True,True,True,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,Unknown,True,Unknown,True,,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",Unknown,,True,False,Unknown,True,False,True,Unknown,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,,,{},,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",beer_and_wine,,,,,,,American,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
tl5dthD9F3vGCww-N9kSVA,Harvest Seasonal Grill & Wine Bar - Philadelphia,200 S 40th St,Philadelphia,PA,19104,39.9539370699,-75.2028741528,3.0,257,0,"Wine Bars, Bars, American (New), Restaurants, Vegetarian, Nightlife, Breakfast & Brunch","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-21:0'}",True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,$11-$30 per person,True,Unknown,True,u'casual',True,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,Unknown,Unknown,True,,True,Unknown,Unknown,average,,False,,,{},,,,,Unknown,,,,True,True,{},full_bar,,,,,,,American,False,False,False,False,False,False,False,False,True,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
drSsIw6-GFLt2IMy1UNkdw,The Restaurant At Westover Golf Club,401 S Schuylkill Ave,Jeffersonville,PA,19403,40.123218,-75.38313,4.0,8,1,"Sports Bars, Active Life, Party & Event Planning, Nightlife, Golf, American (Traditional), Restaurants, American (New), Venues & Event Spaces, Bars, Event Planning & Services","{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '10:0-20:0'}",False,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,$11-$30 per person,True,Unknown,True,'casual',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,,Unknown,True,True,True,True,True,Unknown,loud,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",Unknown,u'outdoor',,{},,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",full_bar,False,False,False,False,False,False,American,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drSsIw6-GFLt2IMy1UNkdw,The Restaurant At Westover Golf Club,401 S Schuylkill Ave,Jeffersonville,PA,19403,40.123218,-75.38313,4.0,8,1,"Sports Bars, Active Life, Party & Event Planning, Nightlife, Golf, American (Traditional), Restaurants, American (New), Venues & Event Spaces, Bars, Event Planning & Services","{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '10:0-20:0'}",False,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,$11-$30 per person,True,Unknown,True,'casual',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,,Unknown,True,True,True,True,True,Unknown,loud,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",Unknown,u'outdoor',,{},,,,,Unknown,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",full_bar,False,False,False,False,False,False,American,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gC62IRqhvFg3-WWAtTZ_pw,Avenue Kitchen,509 Wilmington W Chester Pike,Glen Mills,PA,19342,39.864496,-75.542472,3.5,132,1,"Cocktail Bars, Nightlife, American (New), Breakfast & Brunch, Restaurants, American (Traditional), Bars","{'Monday': '0:0-0:0', 'Tuesday': '9:0-15:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-15:0', 'Saturday': '9:0-15:0', 'Sunday': '9:0-15:0'}",True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,$11-$30 per person,True,Unknown,True,u'casual',True,"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",True,,Unknown,True,True,True,True,True,Unknown,very_loud,"{u'breakfast': None, u'brunch': True, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}",Unknown,,,{},,,,,Unknown,,,,True,True,"{'breakfast': None, 'brunch': True, 'lunch': None, 'dinner': True, 'latenight': None, 'dessert': None}",full_bar,,,,,,,American,True,,False,False,False,False,True,False,True,Unknown,Unknown,Unknown,True,True,Unknown,False
